clinic_id,clinic_name,location_address
30000_205,Doylestown Health Sleep Center,"599 West State Street, Suite 101, Doylestown, PA 18901"
30000_206,Womack Army Medical Center Sleep Disorders Center,"4861 Logistics, Fort Liberty, NC 28310"
30000_209,Cullman Regional Medical Center Sleep Disorders Center,"1912 Alabama Highway 157, POB III 202, Cullman, AL 35058"
30000_210,Sleep Disorders Center At the University of Connecticut,"263 Farmington Avenue, Farmington, CT 06030"
30000_213,The Sleep Disorders Laboratory,"10 Medical Center Boulevard Suite H, Lufkin, TX 75904"
30000_216,Medford Sleep Center,"1111 Crater Lake Avenue 1 East, Medford, OR 97504"
30000_217,Yale New Haven Children's Hospital Pediatric Sleep,"267 Grant Street  6th Floor, 6014, Bridgeport, CT 06602"
30000_221,Sleep Disorders Center At Mount Hood Medical Center,"24700 SE Stark Street, Gresham, OR 97030"
30000_222,Menorah Medical Center,"5701 W. 119th Street Suite 142, Overland Park, KS 66209"
30000_223,Camden-Clark Medical Center Sleep Lab,"800 Garfield Avenue, 330, Parkersburg, WV 26102"
30000_225,Legacy Good Samaritan Sleep Disorders Center,"1015 NW 22nd Avenue, 315, Portland, OR 97210"
30000_232,NorthPointe Sleep Solutions,"5601 East Rockton Road, Roscoe, IL 61072"
30000_234,University of Kansas Health System St. Francis Campus Sleep Center,"1700 SW 7th Street, Topeka, KS 66606"
30000_235,UP Health System Portage Sleep Disorders Center,"890 Campus Drive, B, Hancock, MI 49930"
30000_237,MGHfC Pediatric Sleep Associates,"55 Fruit Street - Warren Building, WRN-905, Boston, MA 02114"
30000_239,Washington Regional Center for Sleep Disorders,"3017 North Bob Younkin Drive, 102, Fayetteville, AR 72703"
30000_241,Asante Sleep Center - Medford,"555 Black Oak Drive, 230, Medford, OR 97504"
30000_242,ATAMMC Sleep Medicine Clinic,"9300 DeWitt Loop, Fort Belvoir, VA 22060"
30000_244,Lawrence Memorial Hospital Sleep Disorders Center,"3510 Clinton Parkway Place, 230, Lawrence, KS 66047"
30000_245,Ephraim McDowell Sleep Disorders Center,"217 S. Third Street, Danville, KY 40422"
30000_246,Providence St. Vincent Sleep Center,"9155 SW Barnes Road, 409, Portland, OR 97225"
30000_247,Thomas Roth Henry Ford Sleep Disorders and Research Center,"2799 W Grand Boulevard, Detroit, MI 48202"
30000_248,USC Sleep Disorders Center,"2200 Trojan Way, 256, Los Angeles, CA 90033"
30000_251,Central Florida Sleep Diagnostic & Treatment Center,"3656 Innovation Drive, Lakeland, FL 33812"
30000_252,Providence St. Patrick Hospital Sleep Center,"902 N. Orange Street, Level 2, Missoula, MT 59802"
30000_253,University of Michigan Sleep Disorders Center -- South State Street,"3621 S. State Street, Suite 635, Ann Arbor, MI 48108"
30000_255,Integris Baptist - Sleep Disorder Center of Oklahoma,"3300 NW 56th Street, 301, Oklahoma City, OK 73112"
30000_256,UTMB Center for Sleep Disorders At Galveston,"301 University Boulevard, 10-D, Galveston, TX 77555-0220"
30000_270,Riley Sleep Disorder Center,"705 Riley Hospital Drive, 3950, Indianapolis, IN 46142"
30000_277,Benefis Sleep Laboratory,"1417 9th Street S, 102, Great Falls, MT 59405"
30000_278,Benefis Central Campus,"1411 9th Street South, Great Falls, MT 59405"
30000_280,Helena Specialty Center,"1645 Vandelay Avenue, Helena, MT 59601"
30000_281,Medical Office Building 4,"1401 25th Street South, Great Falls, MT 59405"
30000_300,Piedmont Newton Sleep Center,"5126 Hospital Drive NE, Covington, GA 30014"
30000_304,"Advanced Sleep and Pulmonary Center, PLLC","7240 Sheridan Road, 101, White Hall, AR 71602"
30000_306,Lovelace Sleep Center,"10501 Golf Course Road, Albuquerque, NM 87114"
30000_314,Easy Sleep Concepts,"6030 Line Avenue Suite 320, Shreveport, LA 71106"
30000_318,MountainView Sleep Center,"4301 E. Lohman Avenue, Attn: Johnny Cuaron, RPSGT, Las Cruces, NM 88011"
30000_321,SouthCoast Sleep Center,"1326 Eisenhower Drive Building One, Savannah, GA 31406"
30000_330,"Atlantic Sleep Health Diagnostic Associates, LLC","110 E. Jimmie Leeds Road B, Galloway, NJ 08205"
30000_349,Saint Alphonsus Sleep Disorders Center - Nampa,"4400 Flamingo Road, Suite 301, Nampa, ID 83687"
30000_356,"Novant Health Medical Group Coastal Region, LLC/ Sleep Center","1090 Medical Center Drive, Wilmington, NC 28401"
30000_362,"Capital City Sleep Center, LLC","1310 Southern Avenue SE 4436, Washington, DC 20032"
30000_370,Providence Portland Medical Center Sleep Center,"4805 NE Glisan, 3M03, Portland, OR 97213"
30000_374,Hendricks Regional Health Sleep Disorders Center,"1000 E. Main Street, Danville, IN 46122"
30000_375,"The Sleep Disorders Center At The Hospital of Central Connecticut (New Britain, CT)","100 Grand Street, New Britain, CT 06052"
30000_377,Ascension Macomb Oakland Hospital - Madison Heights Campus,"27351 Dequindre Road, 4th Flr - Sleep Center, Madison Heights, MI 48071"
30000_380,University of Maryland Sleep Disorders Center,"827 Linden Avenue, Baltimore, MD 21201"
30000_390,Cumberland Medical Center Sleep Disorder Center,"421 S. Main Street, Crossville, TN 38555"
30000_392,Bailey Medical Center Sleep Lab,"10502 N. 110th East Avenue, Owasso, OK 74055"
30000_393,DW McMillian Sleep Center,"1301 Belleville Avenue, Brewton, AL 36427"
30000_397,Sleep Center of Acadiana,"134 Hospital Drive, Suite 201, Lafayette, LA 70503"
30000_405,Atrium Health Sleep Medicine Union,"600 Hospital Drive, Monroe, NC 28110"
30000_412,Henry Ford Sleep Center - Brownstown,"23050 West Road, Brownstown, MI 48183"
30000_413,Henry Ford Sleep Center - Garfield Rd,"43620 Garfield Road, Clinton Twp, MI 48038"
30000_415,North Country Sleep Center,"600 Street Johnsbury Road, Littleton, NH 03561"
30000_416,Alpha ENT Sleep Laboratory,"1032 Luke Street, Fort Collins, CO 80524"
30000_426,Sleep Tight Diagnostic Center,"1544 Sawdust Road Suite 102, The Woodlands, TX 77380"
30000_432,Kishwaukee Community Hospital Sleep Disorders Center,"1 Kish Hospital Drive, DeKalb, IL 60115"
30000_433,Providence Newberg Medical Center,"1000 Providence Drive, 328, Newberg, OR 97132"
30000_478,St. Michael Medical Center Sleep Disorders Center,"1800 NW Myhre Road, Silverdale, WA 98383"
30000_480,Asante Sleep Center - Grants Pass,"500 SW Ramsey, Grants Pass, OR 97527"
30000_481,Atrium Health Sleep Medicine - Pineville,"10036-B Park Cedar Drive, Charlotte, NC 28210"
30000_491,St. Clare Sleep Disorders Center,"11307 Bridgeport Way Southwest, 202, Lakewood, WA 98499"
30000_493,St. Charles Sleep Center-Bend,"2500 NE Neff Road, Bend, OR 97701"
30000_496,Baptist Health Sleep Center Lexington,"1720 Nicholasville Road, 503, Lexington, KY 40503"
30000_497,Northern Arizona Healthcare Cardiovascular Institute – Flagstaff (Sleep),"1895 N Jasper Drive, 3, Flagstaff, AZ 86001"
30000_523,The Center for Sleep Medicine At Windham Hospital,"112 Mansfield Avenue, Willimantic, CT 06226"
30000_531,Regional Center for Sleep Disorders,"875 North Hermitage Road, Hermitage, PA 16148"
30000_533,Memorial Health Meadows Hospital Lung and Sleep Care,"1811 Edwina Drive, Vidalia, GA 30474"
30000_549,"MEEI LONGWOOD SLEEP CLINIC-Noah Siegel, MD and Karen Lee, MD","800 Huntington Avenue, Boston, MA 02115"
30000_562,Legacy Meridian Park Sleep Center,"19300 Southwest 65th Avenue, 1A, Tualatin, OR 97062"
30000_596,St. Luke's Sleep Disorders Center,"3000 St. Luke\'s Drive, 2nd Floor, Quakertown, PA 18951"
30000_602,Center For Sleep Medicine,"2825 Lake Avenue, Ashtabula, OH 44004"
30000_605,Sinus Clear,"15190 Comnunity Road, Suite 100, Gulfport, MS 39503"
30000_606,Ascension Via Christi Sleep Center,"3311 E. Murdock, Wichita, KS 67208"
30000_610,Neshoba Sleep Clinic,"1003 Holland Avenue, Philadelphia, MS 39350"
30000_613,Roane Medical Sleep Disorders Center,"8035 Roane Medical Center Drive, Harriman, TN 37748"
30000_614,Sleep and Neurodiagnostic Institute,"2500 Canterbury Drive, 108, Hays, KS 67601"
30000_616,Advanced Sleep Disorder Center/ Pulmonary Practice Associates MD PA,"1087 Town Center Drive / 1075 Town Center Drive, Orange City, FL 32763"
30000_617,Ochsner Lafayette General Neuroscience,"155 Hospital Drive, Suite 303, Lafayette, LA 70503"
30000_619,North Country Healthcare,"1976 White Mountain Highway, North Conway, NH 03860"
30000_620,UTHealth East Texas Tyler - Sleep Disorders Center,"2401 S SE Loop 323, Tyler, TX 75701"
30000_621,Tanner Center for Sleep Disorders,"100 Professional Place, 307, Carrollton, GA 30117"
30000_622,1005,"Harborside Drive, University Health Clinic 6th Floor, Galveston, TX 77555"
30000_623,Clear Lake Specialties Sleep Center,"500 N. Kobayashi Road, Webster, TX 77598"
30000_624,Ascension Via Christi Sleep Center,"8444 W 21st Street, Wichita, KS 67205"
30000_625,UCSF Sleep Disorders Clinic,"2330 Post Street, Suite 420, San Francisco, CA 94115"
30000_626,Lahey North Sleep Disorder Center,"1 Essex Center Drive, Peabody, MA 01960"
87_2,Amory Sleep Center,"1127 Earlfrye Boulevard Suite A, Amory, MS 38821"
111_1,"Sleep Centers of North Alabama, LLC","1101 McMurtrie Drive NW Suite H1, Huntsville, AL 35806-3180"
121_1,The Neuroscience Sleep Center,"3612 Groveland Road, Ocean Springs, MS 39564"
128_1,Wellstar Vinings Health Park Sleep Center,"4441 Atlanta Road SE 318, Smyrna, GA 30080"
130_2,Sinus Clear,"4300 15th Street Gulfport, MS 39501"
169_1,Gwinnett Sleep,"631 Professional Drive, Suite 350 Lawrenceville, GA 30046"
169_2,Gwinnett Sleep,"3855 Pleasant Hill Road Suite 180, Duluth, GA 30096"
181_1,"Sleep Unlimited, Inc. ","320 South Walnut Bend, Suite 6, Cordova, TN 38018"
185_2,"Tareck A. Kadrie, MD","2525 deSales Avenue, Suite E-680, Chattanooga, TN 37404"
190_1,CHI Memorial Regional Sleep Center,"7305 Jarnigan Road Building 2, Suite 140, Chattanooga, TN 37421"
226_1,NWMRMC OPT - Sleep Center,"785 Ohio Avenue 2E, Clarksdale, MS 38614"
233_1,EJGH Pulmonary Clinic,"4224 Houma Boulevard Suite 140, Metairie, LA 70006"
236_1,Starr Regional Sleep Diagnostic Center,"719 Cook Drive, 113, Athens, TN 37303"
236_2,Starr Regional Sleep Diagnostic Center,"886 Highway 411 North, Etowah, TN 37331"
264_1,Sumner County,"114 Saundersville Road, Hendersonville, TN 37075"
273_1,Prisma Health-Blount Memorial Sleep Health Center,"Sleep Health Center, 710 Morganton Square Drive, Maryville, TN 37801"
280_1,East Tennessee Children's Hospital Pediatric Sleep Medicine,"1025 Children's Way, Knoxville, TN 37922"
302_1,Jennie Stuart Health Sleep Disorders Center,"320 W 18th Street, Hopkinsville, KY 42240"
307_1,The Physicians Center for Sleep Disorders,"1325 Andrea Street, Suite 101, Bowling Green, KY 42104"
324_1,AdventHealth Sleep Center Hendersonville,"50 Hospital Drive Suite 1C, Hendersonville, NC 28792"
330_1,Mission Hospital Sleep Center,"5 Vanderbilt Park Drive Suite 302, Asheville, NC 28801"
342_1,Shands Jacksonville Sleep Center,"580 W. 8th Street Tower 1, 4th Floor, Jacksonville, FL 32209"
360_1,Baptist Medical Center Sleep Disorders Centers- South,"14546 Street Augustine Road Suite 205 Medical Office Building (MOB), Jacksonville, FL 32258"
362_2,Citrus Pulmonary Consultants and Sleep Disorders,"5616 W. Norvell Bryant Highway, Crystal River, FL 34429"
362_3,Citrus Pulmonary Consultants and Sleep Disorders,"6201 N Suncoast Boulevard, Crystal River, FL 34428"
362_4,Citrus Pulmonary Consultants and Sleep Disorders,"502 W Highlands Boulevard, Inverness, FL 34452"
365_1,Sleep Lab of Columbia,"1 Wellness Boulevard Suite 103, Irmo, SC 29063"
366_1,Pediatric Sleep Disorders Center,"1 Children's Way Slot 408, Little Rock, AR 72202-3591"
382_1,Citrus Pulmonary Consultants and Sleep Disorders,"2453 Forest Drive, Inverness, FL 34453."
393_1,Saint Francis Sleep Disorders Center,"211 St. Francis Drive, Cape Girardeau, MO 63703"
408_1,Mease Countryside Sleep Disorders Center,"1840 Mease Drive 120, Safety Harbor, FL 34695"
409_1,MUSC Health Sleep Center Haile Street,"1329 Haile Street, Camden, SC 29020"
412_1,Perry County Memorial Hospital Sleep Disorders Center,"8885 State Road 237, Tell City, IN 47586"
412_2,Perry County Memorial Hospital 13th Street Clinic,"18485 IN-37, Leopold, IN 47551"
412_3,Perry County Memorial Hospital 13th Street Clinic,"148 13th Street Suite A, Tell City, IN 47586"
412_4,Perry County Memorial Hospital 13th Street Clinic,"105 2nd Street, Rockport, IN 47635"
412_5,Perry County Memorial Hospital 13th Street Clinic,"109 US Highway 66 East, Tell City, IN 47586"
412_6,Perry County Memorial Hospital 13th Street Clinic,"35 Joshua Lane, Hawesville, KY 42348"
412_7,Perry County Memorial Hospital 13th Street Clinic,"715 Main Street, Tell City, IN 47586"
424_1,Sleep Disorders Center,"420 N. Center Street, Hickory, NC 28601"
435_1,Atrium Health Sleep Medicine SouthPark,"1601 Abbey Place 200, Charlotte, NC 28209"
441_1,Clermont Sleep Center,"3121 Citrus Tower Boulevard, Clermont, FL 34711"
441_2,Clermont Sleep Center,"2762 Dora Avenue, Tavares, FL 32778"
451_1,Advanced Sleep Disorder Center/ Pulmonary Practice Associates MD PA,"Suite 124, 255 West Lancaster Avenue, Paoli, PA 19301"
451_2,Advanced Sleep Disorder Center/ Pulmonary Practice Associates MD PA,"1991 Sproul Road, 2nd Floor South Entrance Window Suite 4, Broomall, PA 19008"
451_3,Advanced Sleep Disorder Center/ Pulmonary Practice Associates MD PA,"Suite 108, 100 East Lancaster Avenue, Wynnewood, PA 19096"
454_1,"Tampa Bay Pulmonary Medicine, PA - Brandon Sleep Center","402 Noland Drive, Brandon, FL 33511"
461_1,"Tampa Bay Pulmonary Medicine, P.A.","1704 S. Alexander Street, Plant City, FL 33566"
442_1,Johns Hopkins All Children's Hospital Sleep Center,"501 6th Avenue South, St. Petersburg, FL 33701"
442_2,Johns Hopkins All Children's Hospital Sleep Center,"12220 Bruce B Downs Boulevard, Tampa, FL 33612"
462_1,Norton Sleep Center - Audubon,"207 Sparks Avenue, Suite 307, Jeffersonville, IN 47130"
462_2,Norton Sleep Center - Audubon,"1 Audubon Plaza Drive, Norton Audubon Hospital, Lower Level 1, Louisville, KY 40217"
462_3,Norton Sleep Center- Newburg,"3430 Newburg Road, Suite 151, Louisville, KY 40218"
480_1,BRMC Sleep Disorder Center,"624 Hospital Drive, Mountain Home, AR 72653"
486_1,Atrium Health Sleep Medicine Cabarrus,"487 Lake Concord Road, Concord, NC 28025"
487_1,Norton Sleep - Brownsboro,"4950 Norton Healthcare Boulevard, Suite 210, Louisville, KY 40241"
487_2,Norton Sleep - Brownsboro,"170 Drive Arla Way, Suite 10, Louisville, KY 40229"
487_3,Norton Sleep - Brownsboro,"207 Sparks Avenue, Suite 402, Jeffersonville, IN 47130"
487_4,Norton Sleep - Brownsboro,"300 High Point Court, Mount Washington, KY 40047"
487_5,Norton Sleep - Brownsboro,"100 West Market Street, Suite 2, Louisville, KY 40202"
502_1,McLeod Health Sleep Lab,"101 William H. Johnson Street, Suite 460, Florence, SC 29506"
503_1,"Jeremy D. McConnell, MD, PA dba Sleep Manatee","1215 S East Avenue, Suite 303, Sarasota, FL 34239"
508_4,Parkland Health Center Bonne Terre,"4500 Memorial Drive, Two Center, Belleville, IL 62226"
508_7,Parkland Health Center Bonne Terre,"310 N. Seven Hills Road, O'Fallon, IL 62269"
508_8,Parkland Health Center Bonne Terre,"7245 Raider Road, Bonne Terre, MO 63628"
518_1,Indiana University Health Bedford Hospital-Sleep Clinic,"2900 W. 16th Street, Bedford, IN 47421"
543_1,Touchette Sleep Lab,"5900 Bond Avenue, Cahokia Heights, IL 62207"
543_2,Touchette Sleep Lab,"2041 Goose Lake Road, Sauget, IL 62206"
575_1,Cone Health Sleep Disorders Center,"509 N. Elam Avenue 3rd Floor, Greensboro, NC 27403"
589_1,TriHealth Sleep Medicine - Glenway,"6350 Glenway Avenue Suite 204, Cincinnati, OH 45211"
589_2,TriHealth Sleep Medicine - Glenway,"6949 Good Samaritan Drive, Cincinnati, OH 45247"
585_1,UTHealth East Texas Tyler - Sleep Disorders Center,"709 E. Goode Street, Suite 400, Quitman, TX 75783"
597_1,Cincinnati Children's Hospital Sleep Disorders Center,"3333 Burnet Avenue, MLC 7041, Cincinnati, OH 45229"
599_1,Sleep Management Institute - EG,"4421 Eastgate Boulevard 200, Cincinnati, OH 45245"
604_1,Somnas,"126 Del Prado North, Cape Coral, FL 33904"
619_1,Feeling Great! Burlington Sleep Medical Center,"4007 Roxboro Road, Durham, North Carolina 27704"
619_2,Feeling Great! Burlington Sleep Medical Center,"4111 Capitol Street, Durham, North Carolina 27704"
619_3,Feeling Great! Burlington Sleep Medical Center,"115 Olympic Avenue, Durham, North Carolina 27704"
619_4,Feeling Great! Burlington Sleep Medical Center,"1161 Huffman Mill Road, Burlington, North Carolina 27216"
624_1,Sleep Management Institute - Kenwood,"5240 East Galbraith Road, Suite A, Cincinnati, OH 45236"
659_1,Sleep Management Institute - Monroe,"20 Overbrook Drive F, Monroe, OH 45050"
666_1,Indiana University Health Sleep Disorders Center Indianapolis,"714 N. Senate 110, Indianapolis, IN 46202"
677_1,American Sleep Medicine - Clear Lake,"1046A Hercules A, Houston, TX 77058"
680_2,Duke Neurological Disorders Clinic 1L,"Duke Medicine Plaza, Raleigh, NC 27710"
683_4,UTHealth Athens - Center for Sleep Disorders,"704 S. Palestine Street, Athens, TX 75751"
686_1,Apnix Sleep Diagnostics-Bay Area,"475 Bay Area Boulevard, Houston, TX 77058"
696_1,"Carilion Sleep Center, Westlake","35 Medical Court, Hardy, VA 24101"
697_1,Feeling Great! North Durham Sleep Medical Center,"4007 N. Roxboro Street, Durham, NC 27704"
708_1,SSM Health Sleep Center,"3349 American Avenue D, Jefferson City, MO 65109"
712_1,UNC Sleep Diagnostics - Clinton,"417 Vance Street,  Suite A, Clinton, NC 28328"
718_1,Center for Sleep Disorders,"7056 Corporate Way, Centerville, OH 45459"
735_2,UT Physicians,"6410 Fannin Street, Suite 600, Houston, TX 77030-5206"
712_2,Rex Sleep Disorders Center Knightdale,"6602 Knightdale Boulevard, Suite 104, Knightdale, NC 27545"
712_3,Rex Sleep Disorders Center Cary,"790 SE Cary Parkway, Suite 105, Cary, NC 27511"
712_4,Rex Sleep Disorders Center Garner,"300 Health Park Drive, Suite 114, Garner, NC 27529"
712_10,UNC Sleep Diagnostics - Clinton,"509 N. Bright Leaf Boulevard, Smithfield, NC 27577"
712_11,UNC Sleep Diagnostics - Clinton,"300 W. 27th Street, Lumberton, NC 28358"
712_15,UNC Sleep Diagnostics - Clinton,"UNC Health Johnston, 509 N. Bright Leaf Boulevard, Smithfield, NC 27577"
747_2,Central Indiana Neurology,"12188A North Meridian Street, Suite 320 (Building A), Carmel, IN 46032"
754_1,UT Physicians Pulmonary Medicine,"6500 West Loop S, Suite 200-F, Bellaire, TX 77401-3535"
772_1,Central Indiana Neurology,"8402 Harcourt Road, Suite 615, Indianapolis, IN 46260"
772_2,Central Indiana Neurology,"7250 Clearvista Drive, Suite 225, Indianapolis, IN 46256"
772_3,Central Indiana Neurology,"8051 South Emerson Avenue, Suite 350, Indianapolis, IN 46237"
772_4,Central Indiana Neurology,"1030 E. County Line Road, Suite B-1, Indianapolis, IN 46227"
772_5,Central Indiana Neurology,"1203 Hadley Road, Suite 202, Mooresville, IN 46158"
772_6,Central Indiana Neurology,"1159 West Jefferson Street, Suite 206, Franklin, IN 46131"
772_7,Central Indiana Neurology,"2330 South Dixon Road, Kokomo, IN 46902"
772_8,Central Indiana Neurology,"2101 Jackson Street, Suite 106, Anderson, IN 46016"
772_9,Central Indiana Neurology,"1210 Medical Arts Boulevard, Suite 114, Anderson, IN 46011"
772_10,Central Indiana Neurology,"1331 South A Street, 2nd Floor, Elwood, IN 46036"
